umls_key	original_label	prefix	local_id	id_label
UMLS:C1429723	MNDA	MESH	C075373	MNDA protein, human
UMLS:C0033362	Proinsulin	MESH	D011384	Proinsulin
UMLS:C0297024	galactocerebroside sulfate sulfatidase	MESH	C093331	galactocerebroside sulfate sulfatidase
UMLS:C1419228	RAC2	MESH	C000727991	RAC2 protein, human
UMLS:C5392327	sn-glycerol-3-phosphocholine	MESH	C000657337	sn-glycerol-3-phosphocholine
UMLS:C0055023	Vitronectin	MESH	D019096	Vitronectin
UMLS:C0655538	glycyl-tyrosyl-alanine	MESH	C078139	glycyl-tyrosyl-alanine
UMLS:C0659853	SUT 8701	MESH	C081987	SUT 8701
UMLS:C0083890	Ote protein, Drosophila	MESH	C063595	Ote protein, Drosophila
UMLS:C0534209	HLA-DQA2 antigen	MESH	C103596	HLA-DQA2 antigen
UMLS:C1413127	ALX1	MESH	C489985	ALX1 protein, human
UMLS:C0609508	xanthopterin oxidase	MESH	C023296	xanthopterin oxidase
UMLS:C3850863	imoxin	MESH	C587358	imoxin
UMLS:C1175749	host cell factor, Drosophila	MESH	C473147	host cell factor, Drosophila
UMLS:C1415687	HOXD13	MESH	C513184	HOXD13 protein, human
UMLS:C0637620	factor IX San Dimas	MESH	C060097	factor IX San Dimas
UMLS:C0540368	fulyal	MESH	C106654	fulyal
UMLS:C1564425	Organogold Compounds	MESH	D050607	Organogold Compounds
UMLS:C0911683	acrin 2	MESH	C403408	acrin 2
UMLS:C0908394	Ag-Pd-Cu-Au alloy	MESH	C120982	Ag-Pd-Cu-Au alloy
UMLS:C0531685	dexamethasone-FK506 heterodimer	MESH	C102348	dexamethasone-FK506 heterodimer
UMLS:C0056249	connective tissue-activating peptide	MESH	C009862	connective tissue-activating peptide
UMLS:C0915376	technetium Tc 99m hydrazinonicotinyl-Tyr(3)-octreotide	MESH	C410263	technetium Tc 99m hydrazinonicotinyl-Tyr(3)-octreotide
UMLS:C0018961	Hemoporfin	CHEBI	36162	hematoporphyrin
UMLS:C0018961	Hemoporfin	UNII	HBT6M5H379	HEMATOPORPHYRIN
UMLS:C0018961	Hemoporfin	CHEMBL.COMPOUND	CHEMBL403729	HEMATOPORPHYRIN
UMLS:C0018961	Hemoporfin	DRUGBANK	DB16183	Hemoporfin
UMLS:C0018961	Hemoporfin	MESH	C494379	hematoporphyrin monomethyl ether
UMLS:C0018961	Hemoporfin	MESH	D006415	Hematoporphyrins
UMLS:C0018961	Hemoporfin	DrugCentral	3274	hematoporphyrin
UMLS:C0018961	Hemoporfin	INCHIKEY	UJKPHYRXOLRVJJ-AMPAVEGJSA-N	
UMLS:C0018961	Hemoporfin	RXCUI	5164	
UMLS:C1422222	WNT10A	MESH	C484142	WNT10A protein, human
UMLS:C1435996	PDLIM7	MESH	C484380	PDLIM7 protein, human
UMLS:C0759752	conotoxin AuIB	MESH	C115558	conotoxin AuIB
UMLS:C1447280	gl protein, Drosophila	MESH	C087289	gl protein, Drosophila
UMLS:C1530480	qinpi	MESH	C494415	qinpi
UMLS:C3658651	amorfrutin B	MESH	C582540	amorfrutin B
UMLS:C0608644	polyrane	MESH	C020794	polyrane
UMLS:C0608644	polyrane	CAS	78456-92-5	
UMLS:C2607454	K2 killer toxin	MESH	C073585	K2 killer toxin
UMLS:C0913297	cylindrical inclusion protein, potyvirus	MESH	C406275	cylindrical inclusion protein, potyvirus
UMLS:C0616335	aminophylline, cycloclenbutrerol, diphenydramine, phenobarbital drug combination	MESH	C034761	aminophylline, cycloclenbutrerol, diphenydramine, phenobarbital drug combination
UMLS:C1448978	adenovirus death protein, Adenovirus	MESH	C099609	adenovirus death protein, Adenovirus
UMLS:C0992522	lorazepam 0.5 MG	RXCUI	317407	
UMLS:C0599220	Protein Subunits	MESH	D021122	Protein Subunits
UMLS:C1137063	3-oxypyridine	MESH	C457919	3-oxypyridine
UMLS:C5400023	Recombinant dimeric g-csf fusion protein f627	DRUGBANK	DB18704	Efbemalenograstim alfa
UMLS:C1452082	PPARGC1A	MESH	C486497	PPARGC1A protein, human
UMLS:C0670327	9-demethylretinal	MESH	C110176	9-demethylretinal
UMLS:C1412229	ADCYAP1R1	MESH	C495503	ADCYAP1R1 protein, human
UMLS:C1418209	OXTR	MESH	C569600	OXTR protein, human
UMLS:C0908756	polyphyllin D	MESH	C121203	polyphyllin D
UMLS:C5392490	JMS-053	MESH	C000707308	JMS-053
UMLS:C1413753	CSH2	MESH	C000631518	CSH2 protein, human
UMLS:C0313303	hemoglobin G Pest	MESH	C040494	hemoglobin G Pest
UMLS:C0671348	SB-216754	MESH	C110620	SB-216754
UMLS:C1433354	Met-Ile-Phe-Leu	MESH	C480200	Met-Ile-Phe-Leu
UMLS:C0609512	hippuryl-L-lysine hydrolase	MESH	C023311	hippuryl-L-lysine hydrolase
UMLS:C1137338	4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide	MESH	C459179	4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide
UMLS:C4704754	Niemann-Pick C1 Protein	MESH	D000077296	Niemann-Pick C1 Protein
UMLS:C0061173	gelatin binding protein	MESH	C033135	gelatin binding protein
UMLS:C1825571	IFT81	MESH	C481012	IFT81 protein, human
UMLS:C0062543	heptachlor epoxidase	MESH	C023306	heptachlor epoxidase
UMLS:C0097273	4-methylumbelliferone glucuronyltransferase	MESH	C021788	4-methylumbelliferone glucuronyltransferase
UMLS:C1825975	METTL6	MESH	C000720730	METTL6 protein, human
UMLS:C1426757	JKAMP	MESH	C541074	JKAMP protein, human
UMLS:C0667789	MID1	MESH	C109052	MID1 protein, human
UMLS:C0106025	Inhibin-beta Subunits	MESH	D028322	Inhibin-beta Subunits
UMLS:C1121845	nanchangmycin	MESH	C452419	nanchangmycin
UMLS:C1415876	IDH1	MESH	C543588	IDH1 protein, human
UMLS:C2365882	mandarin oil	RXCUI	1305716	
UMLS:C1571585	naphthocyclinone hydroxylase	MESH	C455463	naphthocyclinone hydroxylase
UMLS:C0758539	tyrphostin A51	MESH	C114975	tyrphostin A51
UMLS:C1412856	POPDC1	MESH	C530749	BVES protein, human
UMLS:C0295624	CP 92768-2	MESH	C092660	CP 92768-2
UMLS:C1415671	HOXB8	MESH	C490669	HOXB8 protein, human
UMLS:C0526541	ben protein, Drosophila	MESH	C471544	ben protein, Drosophila
UMLS:C1537485	KIF21B	MESH	C550348	KIF21B protein, human
UMLS:C0525039	DNA Polymerase beta	MESH	D019951	DNA Polymerase beta
UMLS:C0077085	trienomycin A	MESH	C045958	trienomycin A
UMLS:C0084817	transcription factor BTF3	MESH	C063552	transcription factor BTF3
UMLS:C0061576	glycerophospholipid-cholesterol acyltransferase	MESH	C020597	glycerophospholipid-cholesterol acyltransferase
UMLS:C0072553	pseudorabies virus glycoproteins	MESH	C042966	pseudorabies virus glycoproteins
UMLS:C0003168	Anthranilate Phosphoribosyltransferase	MESH	D000877	Anthranilate Phosphoribosyltransferase
UMLS:C1332665	CASP6	MESH	C505514	CASP6 protein, human
UMLS:C1533698	Nitric Oxide Synthase Type II	MESH	D052247	Nitric Oxide Synthase Type II
UMLS:C1098924	(methylenecyclopropyl)formyl coenzyme A	MESH	C439085	(methylenecyclopropyl)formyl coenzyme A
UMLS:C0033555	Prostaglandins A	MESH	D011454	Prostaglandins A
UMLS:C1177272	olmesartan medoxomil 40 MG	RXCUI	359114	
UMLS:C1447389	SORBS2	MESH	C490755	SORBS2 protein, human
UMLS:C0075461	succinylated glutaminase-asparaginase	MESH	C027700	succinylated glutaminase-asparaginase
UMLS:C0001347	Acute-Phase Proteins	MESH	D000209	Acute-Phase Proteins
UMLS:C1417585	MYT1L	MESH	C561020	MYT1L protein, human
UMLS:C0664994	peptido-rhamnomannan	MESH	C107788	peptido-rhamnomannan
UMLS:C0062815	HLA-B12 antigen	MESH	C035015	HLA-B12 antigen
UMLS:C1539913	TAAR6	MESH	C493988	trace amine receptor 4, human
UMLS:C0258654	merozoite surface protein 3, Plasmodium	MESH	C089133	merozoite surface protein 3, Plasmodium
UMLS:C0939297	Colazal	RXCUI	284700	
UMLS:C1428796	ANKRD12	MESH	C000596750	ANKRD12 protein, human
UMLS:C0614665	sulfhydrylcellulose	MESH	C032153	sulfhydrylcellulose
UMLS:C2240301	DDIAS	MESH	C000621244	DDIAS protein, human
UMLS:C0771199	cobalt gluconate	RXCUI	235987	
UMLS:C0171117	sphingofungin B	MESH	C076078	sphingofungin B
UMLS:C0093401	2-methylacyl-CoA dehydrogenase	MESH	C038808	2-methylacyl-CoA dehydrogenase
UMLS:C1660026	malachite green oxalate	RXCUI	1664341	
UMLS:C0010204	coumaric acid	CHEBI	23401	coumaric acid
UMLS:C0010204	coumaric acid	MESH	D003373	Coumaric Acids
UMLS:C5435039	spike protein, Feline Coronavirus	MESH	C000710707	spike protein, Feline Coronavirus
UMLS:C0719187	Cataflam	RXCUI	215916	
UMLS:C1421727	ZNF24	MESH	C457300	ZNF24 protein, human
UMLS:C0292448	ubiquitin-conjugating enzyme UBC9	MESH	D000098843	
UMLS:C1451210	FGL2	MESH	C095202	FGL2 protein, human
UMLS:C0040932	Trichophytin	MESH	D014248	Trichophytin
UMLS:C0909069	endonuclease P40	MESH	C121440	endonuclease P40
UMLS:C1414899	GAA	MESH	C509951	GAA protein, human
UMLS:C0528638	DNA methyltransferase SSe9I	MESH	C100875	DNA methyltransferase SSe9I
UMLS:C0914886	isoleucyl-valyl-tyrosine	MESH	C409454	isoleucyl-valyl-tyrosine
UMLS:C1506262	FCP 3P2	MESH	C489706	FCP 3P2
UMLS:C0064675	lathyrus lectin	MESH	C039412	lathyrus lectin
UMLS:C1531411	BIRC2	MESH	C494833	BIRC2 protein, human
UMLS:C1514431	PRIM2	MESH	C525356	PRIM2 protein, human
UMLS:C1123613	acebutolol 200 MG	RXCUI	328656	
UMLS:C5228594	Valtoco	RXCUI	2272614	
UMLS:C0136105	perforin 2	MESH	C510469	perforin 2
UMLS:C1325366	Neuroligins	MESH	D000096785	Neuroligins
UMLS:C1665690	4-methylthio-3-butenyl glucosinolate	MESH	C507366	4-methylthio-3-butenyl glucosinolate
UMLS:C0762345	ammonium hexachlorotellurate	MESH	C116773	ammonium hexachlorotellurate
UMLS:C0209366	cetrorelix	MESH	C062876	cetrorelix
UMLS:C0209366	cetrorelix	DRUGBANK	DB00050	Cetrorelix
UMLS:C1425280	NAT8	MESH	C116373	NAT8 protein, human
UMLS:C0058401	diphtheria toxin fragment B	MESH	C039171	diphtheria toxin fragment B
UMLS:C0084879	trypanothione synthetase	MESH	C064407	trypanothione synthetase
UMLS:C0047462	3-hydroxyacyl-(acyl-carrier-protein) dehydratase	MESH	C047118	3-hydroxyacyl-(acyl-carrier-protein) dehydratase
UMLS:C0084331	rhamnan	MESH	C065836	rhamnan
UMLS:C0084331	rhamnan	CAS	111018-90-7	
UMLS:C0655860	hirudisin	MESH	C078402	hirudisin
UMLS:C0009083	Clupeine	MESH	D003026	Clupeine
UMLS:C0053320	benzyloxycarbonyltryptophan	MESH	C045552	benzyloxycarbonyltryptophan
UMLS:C0051131	Aldose 1-epimerase	MESH	C019646	aldose 1-epimerase
UMLS:C3651708	tomato seed oil	RXCUI	1431285	
UMLS:C1413120	CAPS	MESH	C059605	CAPS protein, human
UMLS:C1853122	DNAAF10	MESH	C509833	DNAAF10 protein, human
UMLS:C1414320	EHD3	MESH	C406447	EHD3 protein, human
UMLS:C1098443	clofibryl-acyl-glutathione	MESH	C438124	clofibryl-acyl-glutathione
UMLS:C0082136	ct protein, Drosophila	MESH	C066381	ct protein, Drosophila
UMLS:C1826523	OTUD6B	MESH	C559912	OTUD6B protein, human
UMLS:C1418397	PCYT1B	MESH	C545697	PCYT1B protein, human
UMLS:C0136745	PhoE protein, E coli	MESH	C082922	PhoE protein, E coli
UMLS:C2239958	ATXN1L	MESH	C504974	ATXN1L protein, human
UMLS:C0009336	Collagen Type VI	MESH	D024142	Collagen Type VI
UMLS:C1137574	2'-hydroxypyridoxol	MESH	C459723	2'-hydroxypyridoxol
UMLS:C1417222	MNT	MESH	C106465	MNT protein, human
UMLS:C0253270	Alp protease	MESH	C086514	Alp protease
UMLS:C0084508	SEC4 protein, S cerevisiae	MESH	C064320	SEC4 protein, S cerevisiae
UMLS:C1822779	SMC2	MESH	C490381	SMC2 protein, human
UMLS:C0071434	poly(glutaraldehyde)	MESH	C022841	poly(glutaraldehyde)
UMLS:C0071434	poly(glutaraldehyde)	CAS	29257-65-6	
UMLS:C0250348	Walsh peptide	MESH	C085074	Walsh peptide
UMLS:C0765004	LU 97175	MESH	C118037	LU 97175
UMLS:C0614361	tyrosylleucine	MESH	C031703	tyrosylleucine
UMLS:C1099516	SPI-2 protein, Salmonella	MESH	C440638	SPI-2 protein, Salmonella
UMLS:C0050736	ADEKO	MESH	C042070	ADEKO
UMLS:C0050736	ADEKO	CAS	88527-77-9	
UMLS:C1425413	ABTB1	MESH	C402243	ABTB1 protein, human
UMLS:C1614540	amosulalol hydrochloride	RXCUI	2667255	
UMLS:C4044809	laterosporulin	MESH	C000596376	laterosporulin
UMLS:C1306434	fenofibrate 267 MG	RXCUI	393452	
UMLS:C3891718	zucchini extract	RXCUI	1649134	
UMLS:C1337007	WRN	MESH	C098785	WRN protein, human
UMLS:C0050119	8-ribityllumazine	MESH	C014178	8-ribityllumazine
UMLS:C1419895	SDCBP	MESH	C109621	SDCBP protein, human
UMLS:C0084586	Solutol HS 15	MESH	C067028	Solutol HS 15
UMLS:C0084586	Solutol HS 15	CAS	61909-81-7	
UMLS:C2603669	PHA 680626	MESH	C534137	PHA 680626
UMLS:C0913380	limonoid GTase	MESH	C406404	limonoid GTase
UMLS:C1823852	WHAMM	MESH	C578123	WHAMM protein, human
UMLS:C0644482	arginylphenylalanine	MESH	C067582	arginylphenylalanine
UMLS:C1437745	vas protein, Drosophila	MESH	C088269	vas protein, Drosophila
UMLS:C5222001	whey protein hydrolysate	RXCUI	2266754	
UMLS:C0050979	Agnolyt	MESH	C012172	Agnolyt
UMLS:C0050979	Agnolyt	CAS	76359-33-6	
UMLS:C1428807	RAP1GAP2	MESH	C500320	RAP1GAP2 protein, human
UMLS:C1334110	IL19	MESH	C421250	IL19 protein, human
UMLS:C0966347	stigmastanol glucoside	MESH	C426666	stigmastanol glucoside
UMLS:C1099446	N-propargyl	MESH	C440369	N-propargyl
UMLS:C3488957	Taraxacum officinale leaf	DRUGBANK	DB14342	Taraxacum officinale leaf
UMLS:C3488957	Taraxacum officinale leaf	RXCUI	1309287	
UMLS:C1426047	MYRIP	MESH	C501262	MYRIP protein, human
UMLS:C0636593	preprocarboxypeptidase H	MESH	C059040	preprocarboxypeptidase H
UMLS:C0211707	nuclear scaffold serine protease	MESH	C078807	nuclear scaffold serine protease
UMLS:C0618538	actinomycin S3	MESH	C037916	actinomycin S3
UMLS:C0965913	SDZ 249-665	MESH	C425286	SDZ 249-665
UMLS:C0008262	Chlorophyllides	MESH	D002735	Chlorophyllides
UMLS:C0077091	triethanolamine polypeptide oleate condensate	RXCUI	38624	
UMLS:C0075424	succinate semialdehyde reductase	MESH	C026839	succinate semialdehyde reductase
UMLS:C1826456	NIPAL1	MESH	C000620301	NIPAL1 protein, human
UMLS:C1413264	CDC42BPA	MESH	C105518	CDC42BPA protein, human
UMLS:C0916574	monophenolase	MESH	C412191	monophenolase
UMLS:C1420290	SNRPD2	MESH	C526411	SNRPD2 protein, human
UMLS:C1135752	Dermatophagoides pteronyssinus antigen p 4	MESH	C451220	Dermatophagoides pteronyssinus antigen p 4
UMLS:C1538397	MINDY3	MESH	C568300	MINDY3 protein, human
UMLS:C0171467	GR 71251	MESH	C076254	GR 71251
UMLS:C0908620	4'-hydrazino-2-stilbazole	MESH	C121109	4'-hydrazino-2-stilbazole
UMLS:C0051157	alginic acid, nitrofurazone drug combination	MESH	C043283	alginic acid, nitrofurazone drug combination
UMLS:C0051157	alginic acid, nitrofurazone drug combination	CAS	100471-46-3	
UMLS:C1366477	TLR1	MESH	C000629912	TLR1 protein, human
UMLS:C0537132	small viral capsid antigen, Human herpesvirus 8	MESH	C105041	small viral capsid antigen, Human herpesvirus 8
UMLS:C1826785	RCBTB2	MESH	C460840	RCBTB2 protein, human
UMLS:C1414886	FZD1	MESH	C489740	FZD1 protein, human
UMLS:C0125575	Leucine-Responsive Regulatory Protein	MESH	D051756	Leucine-Responsive Regulatory Protein
UMLS:C3644419	vilanterol trifenatate	RXCUI	1424883	
UMLS:C0028189	4-Nitrophenylphosphatase	MESH	D009597	4-Nitrophenylphosphatase
UMLS:C0061500	glutamyl-tRNA(Gln) amidotransferase	MESH	C047694	glutamyl-tRNA(Gln) amidotransferase
UMLS:C1099453	EMD 60417	MESH	C440409	EMD 60417
UMLS:C2719777	metformin hydrochloride 500 MG	RXCUI	860974	
UMLS:C2681303	C17orf99	MESH	C000721031	C17orf99 protein, human
UMLS:C1333673	GH1	MESH	D019382	Human Growth Hormone
UMLS:C1425210	NRN1	MESH	C484539	NRN1 protein, human
UMLS:C1428833	ZSWIM6	MESH	C000592373	ZSWIM6 protein, human
UMLS:C0546166	hydrocortisone Injectable Product	RXCUI	1164003	
UMLS:C1421463	VPREB3	MESH	C515476	pre-B lymphocyte protein 3, human
UMLS:C2717516	cuprorivaite	MESH	C542550	cuprorivaite
UMLS:C0070848	phosphoenolpyruvate-protein phosphotransferase	MESH	C022360	phosphoenolpyruvate-protein phosphotransferase
UMLS:C1418308	PCDH7	MESH	C113391	PCDH7 protein, human
UMLS:C0589330	copper chloride	RXCUI	150596	
UMLS:C1846978	C1D	MESH	C117400	C1D protein, human
UMLS:C0645390	helodermin receptor	MESH	C068446	helodermin receptor
UMLS:C0079786	Macrophage-Activating Factors	MESH	D016215	Macrophage-Activating Factors
UMLS:C0057941	diethylamino-ethmozine	MESH	C027240	diethylamino-ethmozine
UMLS:C0002610	Ammonia-Lyases	MESH	D000642	Ammonia-Lyases
UMLS:C0386482	purinoceptor P2Z	MESH	D058486	Receptors, Purinergic P2X7
UMLS:C1620260	lysosomal acid lipase, mouse	MESH	C505054	lysosomal acid lipase, mouse
UMLS:C1244973	aspirin Delayed Release Oral Tablet	RXCUI	370939	
UMLS:C1422011	UBE3B	MESH	C482647	UBE3B protein, human
UMLS:C0063258	I-J-antigen	MESH	C043911	I-J-antigen
UMLS:C1824903	DDX19B	MESH	C121148	DDX19B protein, human
UMLS:C1448833	CAMLG	MESH	C089404	CAMLG protein, human
UMLS:C4506792	CHDI-340246	MESH	C000618327	CHDI-340246
UMLS:C0046211	2-hydroxyglutarate dehydrogenase	MESH	C023858	2-hydroxyglutarate dehydrogenase
UMLS:C1099647	H 2545	MESH	C441088	H 2545
UMLS:C1424774	OPTN	MESH	C409460	OPTN protein, human
UMLS:C0304103	coriander oil	UNII	7626GC95E5	CORIANDER OIL
UMLS:C0304103	coriander oil	MESH	C000614311	coriander oil
UMLS:C0304103	coriander oil	RXCUI	1309241	
UMLS:C0669479	pro-brain natriuretic peptide (1-76)	MESH	C109794	pro-brain natriuretic peptide (1-76)
UMLS:C0005205	beta-Crystallin B Chain	MESH	D038206	beta-Crystallin B Chain
UMLS:C1422585	ARID3B	MESH	C120893	ARID3B protein, human
UMLS:C1453126	Dmp1 protein, rat	MESH	C081635	Dmp1 protein, rat
UMLS:C0526602	pulcherosine	MESH	C065089	pulcherosine
UMLS:C0056921	CYTOCHROME B5 REDUCTASE	MESH	D042966	Cytochrome-B(5) Reductase
UMLS:C1824698	CEMP1	MESH	C510886	CEMP1 protein, human
UMLS:C0075986	technetium Tc 99m pyridoxyl-5-methyltryptophan	MESH	C038081	technetium Tc 99m pyridoxyl-5-methyltryptophan
UMLS:C0969543	lipoate activating enzyme	MESH	C434474	lipoate activating enzyme
UMLS:C5433986	M8OI compound	MESH	C000712174	M8OI compound
UMLS:C1334133	INSR	MESH	C435941	INSR protein, human
UMLS:C0733624	Halcion	RXCUI	227423	
UMLS:C0968453	ITLN1	MESH	C432397	ITLN1 protein, human
UMLS:C0530474	abieta-7(8),13(14)-diene	MESH	C101761	abieta-7(8),13(14)-diene
UMLS:C0128462	microsomal ethanol-oxidizing system	MESH	C092153	microsomal ethanol-oxidizing system
UMLS:C0287315	aspartyl-proline	MESH	C070752	aspartyl-proline
UMLS:C5139724	Dengue tetravalent vaccine, live	DRUGBANK	DB14764	Dengue tetravalent vaccine, live
UMLS:C0172283	osmium ammine	MESH	C076686	osmium ammine
UMLS:C1744503	Ensifentrine	UNII	3E3D8T1GIX	ENSIFENTRINE
UMLS:C1744503	Ensifentrine	CHEMBL.COMPOUND	CHEMBL4594287	ENSIFENTRINE
UMLS:C1744503	Ensifentrine	DRUGBANK	DB16157	Ensifentrine
UMLS:C1744503	Ensifentrine	MESH	C512996	ensifentrine
UMLS:C1744503	Ensifentrine	INCHIKEY	CSOBIBXVIYAXFM-BYNJWEBRSA-N	
UMLS:C1744503	Ensifentrine	RXCUI	2687215	
UMLS:C4723014	tecovirimat 200 MG	RXCUI	2055105	
UMLS:C0721643	Mediplast	RXCUI	1098581	
UMLS:C0127151	McCarey-Kaufman medium	MESH	C015368	McCarey-Kaufman medium
UMLS:C1414372	ELAVL2	MESH	C086811	ELAVL2 protein, human
UMLS:C0591412	Eulexin	RXCUI	151668	
UMLS:C0389995	rho-Associated Kinases	MESH	D054460	rho-Associated Kinases
UMLS:C0909664	CENPH	MESH	C121933	CENPH protein, human
UMLS:C0063499	indoleacetic acid-lysine synthetase	MESH	C048911	indoleacetic acid-lysine synthetase
UMLS:C3252490	chrysosplenol D	MESH	C568008	chrysosplenol D
UMLS:C1452480	dynamin-related protein DRP3A, Arabidopsis	MESH	C486924	dynamin-related protein DRP3A, Arabidopsis
UMLS:C3899480	Cytochrome P450 Family 11	MESH	D000072476	Cytochrome P450 Family 11
UMLS:C2730082	Drontal	RXCUI	892306	
UMLS:C1824526	CAND2	MESH	C485649	CAND2 protein, human
UMLS:C1824481	FAAP24	MESH	C518296	FAAP24 protein, human
UMLS:C1430730	cup protein, Drosophila	MESH	C105238	cup protein, Drosophila
UMLS:C1823960	ZMYM4	MESH	C121705	ZMYM4 protein, human
UMLS:C0757801	NNC 26-0235	MESH	C114612	NNC 26-0235
UMLS:C0258920	Cyclin-Dependent Kinase 4 Inhibitor B	MESH	D050762	Cyclin-Dependent Kinase Inhibitor p15
UMLS:C1420245	SLIT3	MESH	C498990	SLIT3 protein, human
UMLS:C1413327	ADA2	MESH	C408373	ADA2 protein, human
UMLS:C0282097	ceteareth 20	RXCUI	1311619	
UMLS:C3872075	Levoinositol	CHEBI	27374	1L-chiro-inositol
UMLS:C3872075	Levoinositol	CHEBI	6254	
UMLS:C3872075	Levoinositol	CHEBI	19206	
UMLS:C3872075	Levoinositol	CHEMBL.COMPOUND	CHEMBL3976780	
UMLS:C3872075	Levoinositol	DRUGBANK	DB15350	D-chiro-Inositol
UMLS:C3872075	Levoinositol	KEGG.COMPOUND	C06151	
UMLS:C3872075	Levoinositol	INCHIKEY	CDAISMWEOUEBRE-SHFUYGGZSA-N	
UMLS:C1174818	molybdenocene dichloride	MESH	C471975	molybdenocene dichloride
UMLS:C0061093	Ganglioside Galactosyltransferase	MESH	D051147	Ganglioside Galactosyltransferase
UMLS:C3256797	Opuntia ficus-indica extract	RXCUI	1426950	
UMLS:C0770666	nitrofurantoin, macrocrystals	RXCUI	235559	
UMLS:C1420197	SLC4A7	MESH	C422022	SLC4A7 protein, human
UMLS:C0070645	phenylalanyl-glycyl-glycine	MESH	C043963	phenylalanyl-glycyl-glycine
UMLS:C1412163	ACTL7A	MESH	C120133	ACTL7A protein, human
UMLS:C1245608	clofazimine Oral Capsule	RXCUI	371567	
UMLS:C1420306	SOD1	MESH	C000606290	SOD1 protein, human
UMLS:C0616565	poly-N-vinylcarbazole	MESH	C035125	poly-N-vinylcarbazole
UMLS:C0616565	poly-N-vinylcarbazole	CAS	25067-59-8	
UMLS:C1538587	PARP10	MESH	C499627	PARP10 protein, human
UMLS:C0075785	tallow	UNII	98HPY76U4W	BEEF TALLOW
UMLS:C0075785	tallow	MESH	C013698	tallow
UMLS:C0075785	tallow	RXCUI	1368135	
UMLS:C0543476	granisetron hydrochloride	RXCUI	142149	
UMLS:C1422780	TINAG	MESH	C085434	TINAG protein, human
UMLS:C1452506	SNRK	MESH	C490994	SNRK protein, human
UMLS:C0723893	Tricor	RXCUI	220456	
UMLS:C0050952	agarase	MESH	C019624	agarase
UMLS:C0722482	Panretin	RXCUI	219098	
UMLS:C0914136	scorpine	MESH	C407873	scorpine
UMLS:C0989706	rifabutin 150 MG	RXCUI	316640	
UMLS:C0069417	oligo (dT)	MESH	C027903	oligo (dT)
UMLS:C0060573	fluosol	MESH	C050455	fluosol
UMLS:C0060573	fluosol	CAS	83271-20-9	
UMLS:C3885832	SW IV-134	MESH	C000591378	SW IV-134
UMLS:C0296499	SPM 206	MESH	C093083	SPM 206
UMLS:C5420956	Romilkimab	DRUGBANK	DB16318	Romilkimab
UMLS:C1413923	DBNL	MESH	C117063	DBNL protein, human
UMLS:C1739660	oligonol	MESH	C514283	oligonol
UMLS:C0540418	CP 98113	MESH	C106676	CP 98113
UMLS:C0755807	BCAS1	MESH	C113699	BCAS1 protein, human
UMLS:C0616214	sulfonated poly(vinylidene fluoride)	MESH	C034461	sulfonated poly(vinylidene fluoride)
UMLS:C0763991	endonuclease M	MESH	C117554	endonuclease M
UMLS:C0631191	calmodulin acceptor protein 60	MESH	C052944	calmodulin acceptor protein 60
UMLS:C1128682	meloxicam 15 MG	RXCUI	332451	
UMLS:C0760259	4-amino-2-fluorobutanoic acid	MESH	C115800	4-amino-2-fluorobutanoic acid
UMLS:C3884593	GSK-J4	MESH	C000593030	GSK-J4
UMLS:C0672161	self-incompatibility ribonuclease S3	MESH	C110993	self-incompatibility ribonuclease S3
UMLS:C1418529	PHF3	MESH	C451413	PHF3 protein, human
UMLS:C0119873	glycosylated ferritin	MESH	C051036	glycosylated ferritin
UMLS:C1615665	hyaluronidase	MESH	D006821	Hyaluronoglucosaminidase
UMLS:C1615665	hyaluronidase	DRUGBANK	DB14740	Hyaluronidase
UMLS:C1825324	FUZ	MESH	C000631474	FUZ protein, human
UMLS:C0048751	3-alpha-Hydroxysteroid Dehydrogenase (B-Specific)	MESH	D045002	3-alpha-Hydroxysteroid Dehydrogenase (B-Specific)
UMLS:C0912401	mutacin N	MESH	C404754	mutacin N
UMLS:C0008197	chlorhexidine acetate	RXCUI	2359	
UMLS:C1450976	long non-coding RNA CASC2, human	MESH	C484713	long non-coding RNA CASC2, human
UMLS:C5139888	domagrozumab	MESH	C000634266	domagrozumab
UMLS:C5139888	domagrozumab	DRUGBANK	DB15083	Domagrozumab
UMLS:C0291781	LCB 2183	MESH	C090847	LCB 2183
UMLS:C0291781	LCB 2183	CAS	158454-08-1	
UMLS:C5544550	adalimumab biosimilar HS016	MESH	C000712789	adalimumab biosimilar HS016
UMLS:C0056067	coelenterazine	CHEBI	2311	Oplophorus luciferin
UMLS:C0056067	coelenterazine	UNII	3O1CB88RRD	COELENTERAZINE
UMLS:C0056067	coelenterazine	CHEMBL.COMPOUND	CHEMBL4570841	
UMLS:C0056067	coelenterazine	MESH	C017144	coelenterazine
UMLS:C0056067	coelenterazine	KEGG.COMPOUND	C15037	
UMLS:C0056067	coelenterazine	INCHIKEY	YHIPILPTUVMWQT-UHFFFAOYSA-N	
UMLS:C1825446	HACL1	MESH	C561547	HACL1 protein, human
UMLS:C1825392	GON4L	MESH	C514882	GON4L protein, human
UMLS:C1417211	MMP24	MESH	C492243	MMP24 protein, human
UMLS:C1311816	S1PR2	MESH	C477522	S1PR2 protein, human
