combo_concept_id	combo_label	seed_identifier	canonical_identifier	equivalent_identifier	equivalent_label	mapping_confidence	mapping_source
1.2.7.1	Continuous_Passive_Movement_Therapy	MESH:D015915	UMLS:C0026604	SNOMEDCT:229078009	Motion Therapy, Continuous Passive	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8	Energy_Based_Therapy	UMLS:C1516875	UMLS:C1516875	UMLS:C1516875	Energy Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8	Energy_Based_Therapy	UMLS:C1516875	UMLS:C1516875	NCIT:C16206	Energy Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.1.3	Biofield_Therapy	UMLS:C1511139	UMLS:C1511139	UMLS:C1511139	Biofield Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.1.3	Biofield_Therapy	UMLS:C1511139	UMLS:C1511139	NCIT:C15910	Biofield Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.1.3.1	Reiki_Therapy	UMLS:C0751715	UMLS:C0751715	UMLS:C0751715	Reiki		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.1.3.1	Reiki_Therapy	UMLS:C0751715	UMLS:C0751715	MESH:D000099302	Reiki	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.1.3.1	Reiki_Therapy	UMLS:C0751715	UMLS:C0751715	NCIT:C15728	Reiki	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.1.3.1	Reiki_Therapy	UMLS:C0751715	UMLS:C0751715	SNOMEDCT:703884003	Reiki	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.1.3.2	Therapeutic_Touch	UMLS:C0152054	UMLS:C0152054	UMLS:C0152054	Therapeutic Touch		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.1.3.2	Therapeutic_Touch	UMLS:C0152054	UMLS:C0152054	MESH:D019124	Therapeutic Touch	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.1.3.2	Therapeutic_Touch	UMLS:C0152054	UMLS:C0152054	NCIT:C15373	Therapeutic Touch	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.1.3.2	Therapeutic_Touch	UMLS:C0152054	UMLS:C0152054	SNOMEDCT:386475005	Therapeutic Touch	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.1.3.2	Therapeutic_Touch	UMLS:C0152054	UMLS:C0152054	SNOMEDCT:386476006	Therapeutic Touch	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.1.3.2	Therapeutic_Touch	MESH:D019124	UMLS:C0152054	UMLS:C0152054	Therapeutic Touch		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.1.3.2	Therapeutic_Touch	MESH:D019124	UMLS:C0152054	MESH:D019124	Therapeutic Touch	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.1.3.2	Therapeutic_Touch	MESH:D019124	UMLS:C0152054	NCIT:C15373	Therapeutic Touch	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.1.3.2	Therapeutic_Touch	MESH:D019124	UMLS:C0152054	SNOMEDCT:386475005	Therapeutic Touch	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.1.3.2	Therapeutic_Touch	MESH:D019124	UMLS:C0152054	SNOMEDCT:386476006	Therapeutic Touch	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.1.3.3	Healing_Touch	UMLS:C1160821	UMLS:C1160821	UMLS:C1160821			self
1.2.8.1.3.4	Zero_Balancing	UMLS:C0695568	UMLS:C0695568	UMLS:C0695568			self
1.2.8.1.3.5	Polarity_Therapy	UMLS:C0695573	UMLS:C0695573	UMLS:C0695573			self
1.2.8.1.4	Color_Therapy	UMLS:C0085102	UMLS:C0085102	UMLS:C0085102	Color Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.1.4	Color_Therapy	UMLS:C0085102	UMLS:C0085102	MESH:D016500	Color Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.1.4	Color_Therapy	MESH:D016500	UMLS:C0085102	UMLS:C0085102	Color Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.1.4	Color_Therapy	MESH:D016500	UMLS:C0085102	MESH:D016500	Color Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.1.5	Crystal_Therapy	UMLS:C0597815	UMLS:C0597815	UMLS:C0597815	crystal healing		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.1.7	Jin_Shin_Jyutsu	UMLS:C0695525	UMLS:C0695525	UMLS:C0695525			self
1.2.8.2.1	Bioresonance_Therapy	UMLS:C4042760	UMLS:C4042760	UMLS:C4042760	Bioresonance Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.2.1	Bioresonance_Therapy	UMLS:C4042760	UMLS:C4042760	MESH:D066236	Bioresonance Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.1	Bioresonance_Therapy	MESH:D066236	UMLS:C4042760	UMLS:C4042760	Bioresonance Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.2.1	Bioresonance_Therapy	MESH:D066236	UMLS:C4042760	MESH:D066236	Bioresonance Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.2	Cranial_Electrical_Stimulation	UMLS:C3899490	UMLS:C3899490	UMLS:C3899490	Cranial Electrical Stimulation		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.2.2	Cranial_Electrical_Stimulation	UMLS:C3899490	UMLS:C3899490	NCIT:C116561	Cranial Electrical Stimulation	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.3	Electromagnetic_Based_Therapy	UMLS:C1511136	UMLS:C1511136	UMLS:C1511136	Electromagnetic-Based Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.2.3	Electromagnetic_Based_Therapy	UMLS:C1511136	UMLS:C1511136	NCIT:C16207	Electromagnetic-Based Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.3.1	Magnet_Therapy	UMLS:C1881509	UMLS:C1881509	UMLS:C1881509	Magnet Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.2.3.1	Magnet_Therapy	UMLS:C1881509	UMLS:C1881509	NCIT:C67034	Magnet Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.3.1.2	Pulsed_Electromagnetic_Fields_Therapy	UMLS:C1882505	UMLS:C1882505	UMLS:C1882505	Pulsed Electromagnetic Fields Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.2.3.1.2	Pulsed_Electromagnetic_Fields_Therapy	UMLS:C1882505	UMLS:C1882505	NCIT:C67035	Pulsed Electromagnetic Fields Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.3.1.3	Transcranial_Magnetic_Stimulation	UMLS:C0436548	UMLS:C0436548	UMLS:C0436548	Transcranial magnetic stimulation		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.2.3.1.3	Transcranial_Magnetic_Stimulation	UMLS:C0436548	UMLS:C0436548	MESH:D050781	Transcranial magnetic stimulation	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.3.1.3	Transcranial_Magnetic_Stimulation	UMLS:C0436548	UMLS:C0436548	NCIT:C116655	Transcranial magnetic stimulation	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.3.1.3	Transcranial_Magnetic_Stimulation	UMLS:C0436548	UMLS:C0436548	SNOMEDCT:264603002	Transcranial magnetic stimulation	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7	Phototherapy	UMLS:C0031765	UMLS:C0031765	UMLS:C0031765	Phototherapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.2.7	Phototherapy	UMLS:C0031765	UMLS:C0031765	MESH:D010789	Phototherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7	Phototherapy	UMLS:C0031765	UMLS:C0031765	NCIT:C15301	Phototherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7	Phototherapy	UMLS:C0031765	UMLS:C0031765	SNOMEDCT:150903009	Phototherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7	Phototherapy	UMLS:C0031765	UMLS:C0031765	SNOMEDCT:150911004	Phototherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7	Phototherapy	UMLS:C0031765	UMLS:C0031765	SNOMEDCT:182666000	Phototherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7	Phototherapy	UMLS:C0031765	UMLS:C0031765	SNOMEDCT:182672000	Phototherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7	Phototherapy	UMLS:C0031765	UMLS:C0031765	SNOMEDCT:266696001	Phototherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7	Phototherapy	UMLS:C0031765	UMLS:C0031765	SNOMEDCT:266798006	Phototherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7	Phototherapy	UMLS:C0031765	UMLS:C0031765	SNOMEDCT:31394004	Phototherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7	Phototherapy	UMLS:C0031765	UMLS:C0031765	SNOMEDCT:363724006	Phototherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.1	Ultraviolet_Therapy	UMLS:C0041626	UMLS:C0041626	UMLS:C0041626	Ultraviolet Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.2.7.1	Ultraviolet_Therapy	UMLS:C0041626	UMLS:C0041626	ICD9CM:99.82	Ultraviolet Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.1	Ultraviolet_Therapy	UMLS:C0041626	UMLS:C0041626	MESH:D014467	Ultraviolet Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.1	Ultraviolet_Therapy	UMLS:C0041626	UMLS:C0041626	NCIT:C15344	Ultraviolet Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.1	Ultraviolet_Therapy	UMLS:C0041626	UMLS:C0041626	SNOMEDCT:146647002	Ultraviolet Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.1	Ultraviolet_Therapy	UMLS:C0041626	UMLS:C0041626	SNOMEDCT:146649004	Ultraviolet Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.1	Ultraviolet_Therapy	UMLS:C0041626	UMLS:C0041626	SNOMEDCT:150905002	Ultraviolet Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.1	Ultraviolet_Therapy	UMLS:C0041626	UMLS:C0041626	SNOMEDCT:182667009	Ultraviolet Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.1	Ultraviolet_Therapy	UMLS:C0041626	UMLS:C0041626	SNOMEDCT:266697005	Ultraviolet Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.1	Ultraviolet_Therapy	UMLS:C0041626	UMLS:C0041626	SNOMEDCT:266799003	Ultraviolet Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.1	Ultraviolet_Therapy	UMLS:C0041626	UMLS:C0041626	SNOMEDCT:287589006	Ultraviolet Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.1	Ultraviolet_Therapy	UMLS:C0041626	UMLS:C0041626	SNOMEDCT:363695005	Ultraviolet Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.1	Ultraviolet_Therapy	UMLS:C0041626	UMLS:C0041626	SNOMEDCT:367359007	Ultraviolet Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.1	Ultraviolet_Therapy	UMLS:C0041626	UMLS:C0041626	SNOMEDCT:37114000	Ultraviolet Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.1	Ultraviolet_Therapy	UMLS:C0041626	UMLS:C0041626	SNOMEDCT:63771003	Ultraviolet Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.4	Bright_Light_Therapy	UMLS:C5400760	UMLS:C5400760	UMLS:C5400760	Bright White Light Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.2.7.4	Bright_Light_Therapy	UMLS:C5400760	UMLS:C5400760	NCIT:C174524	Bright White Light Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.5	Light_Emitting_Diode_Phototherapy	UMLS:C1881345	UMLS:C1881345	UMLS:C1881345	LED Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.2.7.5	Light_Emitting_Diode_Phototherapy	UMLS:C1881345	UMLS:C1881345	NCIT:C67341	LED Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.12	Low_Level_Laser_Therapy	UMLS:C0279027	UMLS:C0279027	UMLS:C0279027	Laser Therapy, Low-Level		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.8.2.7.12	Low_Level_Laser_Therapy	UMLS:C0279027	UMLS:C0279027	MESH:D028022	Laser Therapy, Low-Level	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.12	Low_Level_Laser_Therapy	UMLS:C0279027	UMLS:C0279027	NCIT:C21063	Laser Therapy, Low-Level	0.9	combo_crosswalk_from_mrconso.tsv
1.2.8.2.7.12	Low_Level_Laser_Therapy	UMLS:C0279027	UMLS:C0279027	SNOMEDCT:229565001	Laser Therapy, Low-Level	0.9	combo_crosswalk_from_mrconso.tsv
1.2.9	Speleotherapy	UMLS:C2350293	UMLS:C2350293	UMLS:C2350293	Speleotherapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.9	Speleotherapy	UMLS:C2350293	UMLS:C2350293	MESH:D055161	Speleotherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.9	Speleotherapy	MESH:D055161	UMLS:C2350293	UMLS:C2350293	Speleotherapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.9	Speleotherapy	MESH:D055161	UMLS:C2350293	MESH:D055161	Speleotherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.10	Diffuse_Noxious_Inhibitory_Control	UMLS:C3178784	UMLS:C3178784	UMLS:C3178784	Diffuse Noxious Inhibitory Control		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.10	Diffuse_Noxious_Inhibitory_Control	UMLS:C3178784	UMLS:C3178784	MESH:D059328	Diffuse Noxious Inhibitory Control	0.9	combo_crosswalk_from_mrconso.tsv
1.2.10	Diffuse_Noxious_Inhibitory_Control	MESH:D059328	UMLS:C3178784	UMLS:C3178784	Diffuse Noxious Inhibitory Control		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.10	Diffuse_Noxious_Inhibitory_Control	MESH:D059328	UMLS:C3178784	MESH:D059328	Diffuse Noxious Inhibitory Control	0.9	combo_crosswalk_from_mrconso.tsv
1.2.11	Mesotherapy	UMLS:C2242515	UMLS:C2242515	UMLS:C2242515	Mesotherapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.11	Mesotherapy	UMLS:C2242515	UMLS:C2242515	MESH:D057748	Mesotherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.11	Mesotherapy	MESH:D057748	UMLS:C2242515	UMLS:C2242515	Mesotherapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.11	Mesotherapy	MESH:D057748	UMLS:C2242515	MESH:D057748	Mesotherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.12	Moxibustion	UMLS:C0026652	UMLS:C0026652	UMLS:C0026652	Moxibustion		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.12	Moxibustion	UMLS:C0026652	UMLS:C0026652	MESH:D009071	Moxibustion	0.9	combo_crosswalk_from_mrconso.tsv
1.2.12	Moxibustion	UMLS:C0026652	UMLS:C0026652	NCIT:C94402	Moxibustion	0.9	combo_crosswalk_from_mrconso.tsv
1.2.12	Moxibustion	UMLS:C0026652	UMLS:C0026652	SNOMEDCT:31275006	Moxibustion	0.9	combo_crosswalk_from_mrconso.tsv
1.2.12	Moxibustion	MESH:D009071	UMLS:C0026652	UMLS:C0026652	Moxibustion		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.12	Moxibustion	MESH:D009071	UMLS:C0026652	MESH:D009071	Moxibustion	0.9	combo_crosswalk_from_mrconso.tsv
1.2.12	Moxibustion	MESH:D009071	UMLS:C0026652	NCIT:C94402	Moxibustion	0.9	combo_crosswalk_from_mrconso.tsv
1.2.12	Moxibustion	MESH:D009071	UMLS:C0026652	SNOMEDCT:31275006	Moxibustion	0.9	combo_crosswalk_from_mrconso.tsv
1.2.13	Organotherapy	UMLS:C0029257	UMLS:C0029257	UMLS:C0029257	Organotherapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.13	Organotherapy	UMLS:C0029257	UMLS:C0029257	MESH:D009945	Organotherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.13	Organotherapy	MESH:D009945	UMLS:C0029257	UMLS:C0029257	Organotherapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.13	Organotherapy	MESH:D009945	UMLS:C0029257	MESH:D009945	Organotherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.13.1	Historical_Tissue_Therapy	UMLS:C3658370	UMLS:C3658370	UMLS:C3658370			self
1.2.13.1	Historical_Tissue_Therapy	MESH:D014023	UMLS:C0524729	UMLS:C0524729	Biogenic Stimulators		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.13.1	Historical_Tissue_Therapy	MESH:D014023	UMLS:C0524729	MESH:D014023		0.9	combo_crosswalk_from_mrconso.tsv
1.2.14	Prolotherapy	UMLS:C0500223	UMLS:C0500223	UMLS:C0500223	Prolotherapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.14	Prolotherapy	UMLS:C0500223	UMLS:C0500223	MESH:D000075527	Prolotherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.14	Prolotherapy	UMLS:C0500223	UMLS:C0500223	SNOMEDCT:417047001	Prolotherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.14	Prolotherapy	MESH:D000075527	UMLS:C0500223	UMLS:C0500223	Prolotherapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.14	Prolotherapy	MESH:D000075527	UMLS:C0500223	MESH:D000075527	Prolotherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.14	Prolotherapy	MESH:D000075527	UMLS:C0500223	SNOMEDCT:417047001	Prolotherapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15	Bodywork_Therapy	UMLS:C0695540	UMLS:C0695540	UMLS:C0695540	Bodywork		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.15.2	Cupping_Therapy	UMLS:C5197695	UMLS:C5197695	UMLS:C5197695	Cupping Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.15.2	Cupping_Therapy	UMLS:C5197695	UMLS:C5197695	MESH:D000079742	Cupping Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.2	Cupping_Therapy	MESH:D000079742	UMLS:C5197695	UMLS:C5197695	Cupping Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.15.2	Cupping_Therapy	MESH:D000079742	UMLS:C5197695	MESH:D000079742	Cupping Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.3	Dry_Needling	UMLS:C0394648	UMLS:C0394648	UMLS:C0394648	Dry Needling		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.15.3	Dry_Needling	UMLS:C0394648	UMLS:C0394648	MESH:D000079245	Dry Needling	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.3	Dry_Needling	UMLS:C0394648	UMLS:C0394648	SNOMEDCT:231082000	Dry Needling	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.3	Dry_Needling	MESH:D000079245	UMLS:C0394648	UMLS:C0394648	Dry Needling		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.15.3	Dry_Needling	MESH:D000079245	UMLS:C0394648	MESH:D000079245	Dry Needling	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.3	Dry_Needling	MESH:D000079245	UMLS:C0394648	SNOMEDCT:231082000	Dry Needling	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.4	Bowen_Therapy	UMLS:C0695553	UMLS:C0695553	UMLS:C0695553			self
1.2.15.5	Manual_Therapy	UMLS:C0454525	UMLS:C0454525	UMLS:C0454525	Manual Therapies		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.15.5	Manual_Therapy	UMLS:C0454525	UMLS:C0454525	NCIT:C153321	Manual Therapies	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5	Manual_Therapy	UMLS:C0454525	UMLS:C0454525	SNOMEDCT:229315006	Manual Therapies	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1	Musculoskeletal_Manipulation	UMLS:C0949741	UMLS:C0949741	UMLS:C0949741	Musculoskeletal Manipulations		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.15.5.1	Musculoskeletal_Manipulation	MESH:D026201	UMLS:C0034945	UMLS:C0034945	Reflexology		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.15.5.1	Musculoskeletal_Manipulation	MESH:D026201	UMLS:C0034945	MESH:D026201	Reflexology	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1	Musculoskeletal_Manipulation	MESH:D026201	UMLS:C0034945	NCIT:C162743	Reflexology	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1	Musculoskeletal_Manipulation	MESH:D026201	UMLS:C0034945	SNOMEDCT:394614006	Reflexology	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1.1	Chiropractic_Therapy	UMLS:C0344217	UMLS:C0344217	UMLS:C0344217	Chiropractic procedure		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.15.5.1.1	Chiropractic_Therapy	UMLS:C0344217	UMLS:C0344217	LOINC:LA33531-7	Chiropractic procedure	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1.1	Chiropractic_Therapy	UMLS:C0344217	UMLS:C0344217	NCIT:C15204	Chiropractic procedure	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1.1	Chiropractic_Therapy	UMLS:C0344217	UMLS:C0344217	SNOMEDCT:150703001	Chiropractic procedure	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1.1	Chiropractic_Therapy	UMLS:C0344217	UMLS:C0344217	SNOMEDCT:182548004	Chiropractic procedure	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1.1.1	Chiropractic_Manipulation	UMLS:C0600577	UMLS:C0600577	UMLS:C0600577	Chiropractic manipulation		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.15.5.1.1.1	Chiropractic_Manipulation	UMLS:C0600577	UMLS:C0600577	MESH:D026882	Chiropractic manipulation	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1.1.1	Chiropractic_Manipulation	UMLS:C0600577	UMLS:C0600577	SNOMEDCT:46947000	Chiropractic manipulation	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1.1.1	Chiropractic_Manipulation	MESH:D026882	UMLS:C0600577	UMLS:C0600577	Chiropractic manipulation		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.15.5.1.1.1	Chiropractic_Manipulation	MESH:D026882	UMLS:C0600577	MESH:D026882	Chiropractic manipulation	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1.1.1	Chiropractic_Manipulation	MESH:D026882	UMLS:C0600577	SNOMEDCT:46947000	Chiropractic manipulation	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1.2	Applied_Kinesiology	UMLS:C0282567	UMLS:C0282567	UMLS:C0282567			self
1.2.15.5.1.2	Applied_Kinesiology	UMLS:C0282567	UMLS:C0282567	MESH:D018953	Kinesiology, Applied	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1.2	Applied_Kinesiology	MESH:D018953	UMLS:C0282567	UMLS:C0282567			self
1.2.15.5.1.2	Applied_Kinesiology	MESH:D018953	UMLS:C0282567	MESH:D018953	Kinesiology, Applied	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1.3	Orthopedic_Manipulation	UMLS:C0024725	UMLS:C0024725	UMLS:C0024725	Manipulation, Orthopedic		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.15.5.1.3	Orthopedic_Manipulation	UMLS:C0024725	UMLS:C0024725	MESH:D008349	Manipulation, Orthopedic	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1.3	Orthopedic_Manipulation	MESH:D008349	UMLS:C0024725	UMLS:C0024725	Manipulation, Orthopedic		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.15.5.1.3	Orthopedic_Manipulation	MESH:D008349	UMLS:C0024725	MESH:D008349	Manipulation, Orthopedic	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1.4	Osteopathic_Manipulation	UMLS:C0949744	UMLS:C0949744	UMLS:C0949744	Osteopathic manipulation (procedure)		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.15.5.1.4	Osteopathic_Manipulation	UMLS:C0949744	UMLS:C0949744	ICD9CM:93.6	Osteopathic manipulation (procedure)	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1.4	Osteopathic_Manipulation	UMLS:C0949744	UMLS:C0949744	MESH:D026301	Osteopathic manipulation (procedure)	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1.4	Osteopathic_Manipulation	UMLS:C0949744	UMLS:C0949744	NCIT:C189763	Osteopathic manipulation (procedure)	0.9	combo_crosswalk_from_mrconso.tsv
1.2.15.5.1.4	Osteopathic_Manipulation	UMLS:C0949744	UMLS:C0949744	SNOMEDCT:150705008	Osteopathic manipulation (procedure)	0.9	combo_crosswalk_from_mrconso.tsv
