combo_concept_id	combo_label	synonyms	reason
1.3.10.9	Positive_Self_Talk	N/A	no_mrconso_exact_match
1.3.10.10	Psychotherapy_Incorporating_Mindfulness	N/A	no_mrconso_exact_match
1.3.10.11	Psychotherapy_Incorporating_Spirituality	N/A	no_mrconso_exact_match
1.3.11	Thought_Field_Therapy	N/A	no_mrconso_exact_match
1.3.13.1	Attentional_Focus	N/A	no_mrconso_exact_match
1.3.13.2	Interactive_Focusing_Therapy	N/A	no_mrconso_exact_match
1.3.13.3	Body_State_Focusing	N/A	no_mrconso_exact_match
1.3.13.4	Attentional_Focus_and_Symptom_Management_Intervention	N/A	no_mrconso_exact_match
1.3.13.5	Internal_Focusing	N/A	no_mrconso_exact_match
1.3.13.6	Focus_on_Love_and_Gratitude	N/A	no_mrconso_exact_match
1.3.13.7	External_Focusing	N/A	no_mrconso_exact_match
1.3.13.8	Interoceptive_Awareness	N/A	no_mrconso_exact_match
1.3.13.9	Mindful_Awareness_in_Body_Oriented_Therapy	N/A	no_mrconso_exact_match
1.3.15	Environmental_Therapy	N/A	no_mrconso_exact_match
1.3.18	Sound_Therapy	N/A	no_mrconso_exact_match
2.2.2.10	Tea	N/A	mrconso_exact_review_required
2.2.2.12	Licorice_Root	licorice|liquorice|Chinese licorice|gan zao|gan cao|sweet root	mrconso_exact_review_required
2.2.2.26	Chamomile	German chamomile	mrconso_exact_review_required
2.2.2.27	Chasteberry	chaste tree|monk's pepper|vitex	mrconso_exact_review_required
2.2.2.28	Echinacea	American coneflower|purple coneflower|coneflower	mrconso_exact_review_required
2.2.2.35	Sage	true sage|garden sage|common sage	mrconso_exact_review_required
2.2.2.36	St	hypericum|Klamath weed|goatweed	mrconso_exact_review_required
2.2.2.37	Valerian	garden heliotrope|all-heal	mrconso_exact_review_required
2.2.2.38	Cat	N/A	mrconso_exact_review_required
3.4.4	Traditional_Indian_Medicine	N/A	no_mrconso_exact_match
3.4.5.6	Traditional_Japanese_Medicine	Japanese traditional medicine	no_mrconso_exact_match
